,MapRefNo,Neighborhood,GrLivArea,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogSalePrice
538,527355150,NWAmes,2524,1-STORY 1946 & NEWER ALL STYLES,RL,9600,Pave,0,Lvl,AllPub,Inside,1,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,1,5,1104.0,1,0.0,1420.0,2524.0,GasA,TA,1,SBrkr,2524,0,0,1.0,0.0,2,1,4,1,4,9,8,1,Attchd,1981.0,3,2.0,542.0,3,3,Y,474,120,0,0,0,0,0,7,2009,WD ,Normal,278000,12.535376392672774
1814,527212060,StoneBr,2541,2-STORY 1946 & NEWER,RL,12328,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,5,3,2,6,986.0,1,0.0,163.0,1149.0,GasA,Ex,1,SBrkr,1164,1377,0,1.0,0.0,3,1,4,1,5,10,8,1,BuiltIn,2005.0,3,3.0,729.0,3,3,Y,120,32,0,0,0,0,0,7,2007,WD ,Normal,349265,12.763586225373727
2137,903228090,BrkSide,1013,1-1/2 STORY - UNFINISHED ALL AGES,RM,5000,Pave,0,Bnk,AllPub,Inside,2,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,992.0,992.0,GasA,Ex,1,SBrkr,1013,0,0,0.0,0.0,1,0,3,1,3,6,8,0,Detchd,1926.0,1,1.0,160.0,2,3,Y,0,0,101,0,0,0,0,4,2008,WD ,Normal,113000,11.635143097694478
2363,923275080,Mitchel,1003,SPLIT OR MULTI-LEVEL,RL,7937,Pave,1,Lvl,AllPub,CulDSac,1,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,6,819.0,1,0.0,184.0,1003.0,GasA,TA,1,SBrkr,1003,0,0,1.0,0.0,1,0,3,1,3,6,8,0,Detchd,1984.0,1,2.0,588.0,3,3,Y,120,0,0,0,0,0,0,3,2006,WD ,Normal,142500,11.867097278690842
653,905226110,ClearCr,1721,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,10532,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,3,3,CBlock,3,3,2,3,988.0,1,0.0,0.0,988.0,GasA,Gd,1,SBrkr,1721,0,0,1.0,0.0,2,0,3,1,3,7,5,2,Basment,1960.0,1,2.0,626.0,3,3,Y,50,84,0,0,0,0,0,12,2008,WD ,Abnorml,145000,11.884489021402711
1081,902301080,OldTown,1284,1-1/2 STORY FINISHED ALL AGES,RM,3500,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,2,312.0,1,0.0,408.0,720.0,GasA,TA,1,SBrkr,720,564,0,0.0,0.0,1,1,2,1,3,5,8,0,Detchd,1948.0,1,1.0,240.0,3,3,Y,0,35,0,0,0,0,0,4,2009,WD ,Normal,110000,11.608235644774552
2405,534127080,NWAmes,2411,2-STORY 1946 & NEWER,RL,8000,Pave,0,Lvl,AllPub,Inside,1,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525.0,3,3,CBlock,3,3,1,3,915.0,1,0.0,93.0,1008.0,GasA,TA,1,SBrkr,1403,1008,0,1.0,0.0,2,1,4,1,3,8,8,1,Attchd,1970.0,2,2.0,570.0,3,3,Y,0,192,0,0,0,0,0,6,2007,WD ,Normal,240050,12.388602513959086
2348,533253090,Greens,1226,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3874,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,4,6,807.0,1,0.0,419.0,1226.0,GasA,TA,1,SBrkr,1226,0,0,1.0,0.0,1,0,1,1,4,4,8,1,Attchd,1980.0,3,2.0,484.0,3,3,Y,133,78,0,0,0,0,0,7,2006,WD ,Normal,190000,12.154779351142624
286,535403200,NAmes,864,1-STORY 1946 & NEWER ALL STYLES,RL,7332,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,3,3,CBlock,3,3,1,4,414.0,1,0.0,450.0,864.0,GasA,Ex,1,SBrkr,864,0,0,1.0,0.0,1,0,2,1,4,4,8,0,Attchd,1959.0,1,1.0,288.0,3,3,Y,168,0,0,0,0,0,0,10,2006,WD ,Abnorml,120000,11.695247021764184
847,916403290,Timber,1717,1-1/2 STORY FINISHED ALL AGES,RL,13758,Pave,1,Lvl,AllPub,CulDSac,1,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,4,CBlock,4,3,2,2,902.0,1,0.0,254.0,1156.0,GasA,Ex,1,SBrkr,1187,530,0,0.0,0.0,2,1,3,1,4,7,8,1,Attchd,1990.0,2,2.0,400.0,3,3,Y,168,36,0,0,0,0,0,4,2007,WD ,Normal,187500,12.141534124392603
40,528326110,NoRidge,2172,2-STORY 1946 & NEWER,RL,11000,Pave,0,Lvl,AllPub,FR2,1,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,4,3,PConc,5,3,2,1,0.0,1,0.0,1519.0,1519.0,GasA,Ex,1,SBrkr,1533,639,0,0.0,0.0,2,1,4,1,5,8,8,1,BuiltIn,2000.0,2,3.0,687.0,3,3,Y,162,153,0,0,0,0,0,6,2008,WD ,Normal,291000,12.581078546153629
2571,532376170,Sawyer,890,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,8450,Pave,0,Lvl,AllPub,Inside,1,RRAe,Norm,2fmCon,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,2,2,5,890.0,1,0.0,0.0,890.0,GasA,Gd,0,SBrkr,890,0,0,1.0,0.0,1,0,3,1,3,5,8,0,Detchd,1970.0,1,1.0,308.0,3,3,Y,0,0,0,0,0,0,0,4,2008,WD ,Normal,115000,11.652687407345388
1644,531379050,SawyerW,2122,2-STORY 1946 & NEWER,RL,11492,Pave,1,Lvl,AllPub,CulDSac,1,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,4,3,PConc,4,3,1,6,637.0,1,0.0,276.0,913.0,GasA,Ex,1,SBrkr,913,1209,0,1.0,0.0,2,1,4,1,4,8,8,1,Attchd,1997.0,2,2.0,559.0,3,3,Y,0,74,0,0,0,0,0,4,2009,WD ,Normal,220000,12.301382825334498
1380,527164120,Gilbert,1895,2-STORY 1946 & NEWER,RL,10832,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,712.0,712.0,GasA,Ex,1,SBrkr,1086,809,0,0.0,0.0,2,1,3,1,4,7,8,1,Attchd,1994.0,3,2.0,409.0,3,3,Y,143,46,0,0,0,0,500,10,2008,WD ,Normal,194500,12.178187442040638
1664,902401030,OldTown,1616,1-STORY W/FINISHED ATTIC ALL AGES,RM,5400,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,2,2,370.0,1,0.0,779.0,1149.0,GasA,Gd,1,FuseA,1149,467,0,0.0,0.0,2,0,3,1,4,5,8,0,Detchd,1926.0,1,1.0,216.0,3,3,Y,0,0,183,0,0,0,0,10,2007,WD ,Normal,152000,11.931635799828413
206,527301320,NWAmes,2353,2-STORY 1946 & NEWER,RL,13005,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,4,3,CBlock,4,3,1,6,692.0,1,0.0,153.0,845.0,GasA,TA,1,SBrkr,1153,1200,0,1.0,0.0,2,1,4,1,5,10,8,1,Attchd,1983.0,2,2.0,484.0,3,3,Y,288,195,0,0,0,0,0,8,2009,WD ,Normal,260000,12.468436909997665
1946,534175080,NWAmes,1680,1-STORY 1946 & NEWER ALL STYLES,RL,10140,Pave,0,Lvl,AllPub,Inside,1,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,2,144.0,6,1127.0,379.0,1650.0,GasA,Ex,1,SBrkr,1680,0,0,1.0,0.0,2,0,3,1,4,7,4,1,Attchd,1998.0,3,2.0,583.0,3,3,Y,78,73,0,0,0,0,0,6,2009,WD ,Normal,213250,12.270220465353926
2486,535377070,NAmes,715,1-STORY 1945 & OLDER,RL,10914,Pave,0,Lvl,AllPub,Inside,1,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,2,1,0.0,1,0.0,715.0,715.0,GasA,Fa,0,FuseP,715,0,0,0.0,0.0,1,0,2,1,3,4,8,0,Detchd,1967.0,1,2.0,660.0,2,3,N,0,0,75,0,112,0,0,8,2006,WD ,Normal,68000,11.127262984158243
1994,903206170,BrkSide,1635,1-1/2 STORY FINISHED ALL AGES,RL,8737,Pave,1,Bnk,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,300.0,1,0.0,765.0,1065.0,GasA,Ex,1,FuseA,915,720,0,0.0,0.0,1,1,3,1,3,6,8,1,Detchd,1950.0,1,2.0,440.0,3,3,Y,0,38,0,144,0,0,0,5,2007,WD ,Normal,210000,12.254862809699606
2232,916455010,Timber,1756,2-STORY 1946 & NEWER,RL,9303,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,4,3,PConc,5,3,1,5,742.0,1,0.0,130.0,872.0,GasA,Ex,1,SBrkr,888,868,0,1.0,0.0,2,1,3,1,3,7,8,0,Attchd,1996.0,3,2.0,422.0,3,3,Y,144,122,0,0,0,0,0,7,2007,WD ,Normal,204000,12.225875272826354
1696,528172050,NridgHt,1614,1-STORY 1946 & NEWER ALL STYLES,RL,9926,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,2,6,1178.0,1,0.0,436.0,1614.0,GasA,Ex,1,SBrkr,1614,0,0,1.0,0.0,2,0,3,1,4,7,8,0,Attchd,2005.0,2,3.0,878.0,3,3,Y,100,38,0,0,0,0,0,5,2007,WD ,Normal,245700,12.41186655850927
1808,527302050,NWAmes,1422,1-STORY 1946 & NEWER ALL STYLES,RL,12090,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,4,3,1,6,588.0,2,228.0,606.0,1422.0,GasA,TA,1,SBrkr,1422,0,0,0.0,0.0,2,0,3,1,4,7,8,1,Attchd,1981.0,3,2.0,576.0,3,3,Y,276,0,0,0,0,0,0,6,2008,WD ,Normal,175500,12.075394321888057
2392,528240050,Gilbert,1720,2-STORY 1946 & NEWER,RL,8010,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,GasA,Ex,1,SBrkr,840,880,0,0.0,0.0,2,1,3,1,4,7,8,1,BuiltIn,2002.0,3,2.0,400.0,3,3,Y,138,48,0,0,0,0,0,7,2008,WD ,Normal,188000,12.144197241812087
1496,531385130,SawyerW,1494,1-STORY 1946 & NEWER ALL STYLES,RL,16196,Pave,3,Low,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,6,1443.0,1,0.0,39.0,1482.0,GasA,Ex,1,SBrkr,1494,0,0,1.0,0.0,2,0,3,1,4,5,8,1,Attchd,1998.0,2,2.0,514.0,3,3,Y,402,25,0,0,0,0,0,8,2007,WD ,Normal,215000,12.2783933071098
557,924100020,Mitchel,1968,2-STORY 1946 & NEWER,RL,11075,Pave,1,Lvl,AllPub,Inside,2,Norm,Norm,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,3,CBlock,3,3,3,5,562.0,2,193.0,29.0,784.0,GasA,Ex,1,SBrkr,1168,800,0,0.0,1.0,2,1,4,1,3,7,6,1,Attchd,1969.0,2,2.0,530.0,3,3,Y,305,189,0,0,0,0,400,9,2008,WD ,Normal,172000,12.05524975579559
1779,535106190,NAmes,2274,DUPLEX - ALL STYLES AND AGES,RL,11600,Pave,0,Lvl,AllPub,Corner,1,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,3,CBlock,3,3,1,3,443.0,1,0.0,662.0,1105.0,GasA,TA,1,FuseA,1105,1169,0,0.0,0.0,2,0,5,2,3,12,8,0,Detchd,1960.0,1,2.0,480.0,3,3,Y,0,0,0,0,0,0,0,1,2010,WD ,Normal,154300,11.946654038351252
2327,532476080,Veenker,2503,2-STORY 1946 & NEWER,RL,19522,Pave,1,Bnk,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272.0,4,3,PConc,4,3,1,6,727.0,1,0.0,496.0,1223.0,GasA,Gd,1,SBrkr,1271,1232,0,1.0,0.0,2,1,3,1,4,7,8,1,Attchd,1990.0,2,2.0,564.0,3,3,Y,0,99,0,0,182,0,0,2,2007,WD ,Normal,300000,12.611537753638338
2550,534275220,NAmes,1065,1-STORY 1946 & NEWER ALL STYLES,RL,8892,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1065.0,1065.0,GasA,Gd,1,SBrkr,1065,0,0,0.0,0.0,1,1,3,1,3,6,8,0,Detchd,1974.0,1,2.0,461.0,3,3,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,126500,11.747997587149712
896,535376090,OldTown,833,1-STORY 1946 & NEWER ALL STYLES,RL,5400,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,415.0,1,0.0,418.0,833.0,GasA,Ex,1,SBrkr,833,0,0,0.0,0.0,1,0,2,1,4,4,8,0,Detchd,1955.0,1,1.0,326.0,3,3,Y,0,0,0,0,0,0,0,8,2006,WD ,Normal,117000,11.669929213779893
746,535325130,NAmes,1145,SPLIT OR MULTI-LEVEL,RL,7700,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,1,4,271.0,1,0.0,30.0,301.0,GasA,Ex,1,FuseA,1145,0,0,0.0,0.0,1,0,3,1,3,6,6,0,Detchd,1993.0,1,2.0,684.0,3,3,Y,0,0,0,0,0,0,0,9,2006,WD ,Normal,127000,11.751942365440728
1157,534276070,NAmes,1138,SPLIT OR MULTI-LEVEL,RL,10482,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3,4,CBlock,3,3,3,6,507.0,1,0.0,81.0,588.0,GasA,Ex,1,SBrkr,1138,0,0,0.0,1.0,1,0,3,1,3,6,8,0,Attchd,1958.0,2,1.0,264.0,3,3,Y,224,0,0,0,0,0,0,6,2007,WD ,Normal,145000,11.884489021402711
133,909101140,Edwards,1604,1-1/2 STORY FINISHED ALL AGES,RL,10998,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,408.0,4,420.0,156.0,984.0,GasA,Ex,1,SBrkr,984,620,0,0.0,0.0,2,0,3,1,3,6,6,0,Detchd,1977.0,1,2.0,660.0,3,3,Y,0,68,0,0,0,0,0,7,2009,WD ,Normal,117000,11.669929213779893
1548,916455170,Timber,1894,2-STORY 1946 & NEWER,RL,11316,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,4,3,PConc,4,3,1,6,624.0,1,0.0,193.0,817.0,GasA,Ex,1,SBrkr,824,1070,0,1.0,0.0,2,1,4,1,4,8,8,1,BuiltIn,2002.0,3,2.0,510.0,3,3,Y,0,40,0,0,0,0,0,2,2010,WD ,Normal,214900,12.277928082630602
1980,923203190,Mitchel,1224,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,4500,Pave,0,Lvl,AllPub,FR2,1,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5,3,1,6,883.0,1,0.0,341.0,1224.0,GasA,Ex,1,SBrkr,1224,0,0,1.0,0.0,2,0,2,1,3,5,8,0,Attchd,1999.0,3,2.0,402.0,3,3,Y,0,304,0,0,0,0,0,6,2009,WD ,Normal,165000,12.013700752882718
2573,534430050,NAmes,816,1-STORY 1945 & OLDER,RL,8550,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,574.0,1,0.0,242.0,816.0,GasA,Ex,1,SBrkr,816,0,0,1.0,0.0,1,0,2,1,3,4,8,1,Attchd,1949.0,1,1.0,240.0,3,3,Y,228,0,40,0,0,0,0,7,2006,WD ,Normal,129800,11.773750083252127
2018,535475010,NAmes,1806,2-STORY 1946 & NEWER,RL,7570,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,TA,1,SBrkr,993,813,0,0.0,0.0,1,1,4,1,3,8,8,0,Attchd,1964.0,1,2.0,483.0,3,3,Y,0,55,0,0,0,0,0,3,2009,WD ,Normal,144750,11.882763395435243
602,907192120,CollgCr,1479,1-STORY 1946 & NEWER ALL STYLES,RL,10665,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,6,1013.0,1,0.0,440.0,1453.0,GasA,Ex,1,SBrkr,1479,0,0,1.0,0.0,2,0,3,1,4,7,8,0,Attchd,2003.0,2,2.0,558.0,3,3,Y,144,29,0,0,0,0,0,6,2007,WD ,Normal,226000,12.328290278254423
899,527451450,BrDale,948,2-STORY PUD - 1946 & NEWER,RM,1680,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,1,5,276.0,1,0.0,207.0,483.0,GasA,TA,1,SBrkr,483,465,0,0.0,0.0,1,1,2,1,3,5,8,0,Detchd,1972.0,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,89000,11.396391648714276
1570,535402330,NAmes,2634,DUPLEX - ALL STYLES AND AGES,RL,11643,Pave,0,Lvl,AllPub,Inside,1,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,3,3,CBlock,3,3,1,2,500.0,1,0.0,748.0,1248.0,GasA,TA,1,SBrkr,1338,1296,0,1.0,1.0,2,2,6,2,3,12,8,0,Detchd,1969.0,1,4.0,968.0,3,3,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,200000,12.206072645530174
2548,902109010,OldTown,813,1-STORY 1945 & OLDER,RM,5684,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,813.0,813.0,GasA,Ex,1,FuseA,813,0,0,0.0,0.0,1,0,2,1,4,5,8,0,Detchd,1932.0,1,1.0,270.0,2,2,N,0,113,0,0,0,0,0,6,2006,WD ,Normal,110000,11.608235644774552
921,533223110,Somerst,1080,2-STORY PUD - 1946 & NEWER,FV,4447,Pave,1,Lvl,AllPub,FR2,1,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,530.0,530.0,GasA,Ex,1,SBrkr,530,550,0,0.0,0.0,2,1,2,1,4,4,8,0,Attchd,2003.0,2,2.0,496.0,3,3,Y,0,50,0,0,0,0,0,7,2006,WD ,Normal,139000,11.842229212112828
568,1007100110,IDOTRR,1836,2-STORY 1945 & OLDER,I (all),56600,Pave,1,Low,AllPub,Inside,1,Norm,Norm,1Fam,2.5Unf,5,1,1900,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,686.0,686.0,GasA,Ex,1,SBrkr,1150,686,0,0.0,0.0,2,0,4,1,3,7,4,0,Detchd,1900.0,1,1.0,288.0,3,2,N,0,0,0,0,0,0,0,1,2008,WD ,Normal,103000,11.542484267211773
778,528222010,Gilbert,2373,2-STORY 1946 & NEWER,RL,11631,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1052.0,1052.0,GasA,Ex,1,SBrkr,1052,1321,0,0.0,0.0,2,1,4,1,4,9,8,1,BuiltIn,2004.0,3,3.0,632.0,3,3,Y,120,46,0,0,0,0,0,6,2006,New,Partial,258000,12.460714863903755
1643,534127270,NWAmes,1416,2-STORY 1946 & NEWER,RL,11700,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,3,3,CBlock,3,3,1,5,404.0,1,0.0,304.0,708.0,GasA,Gd,1,SBrkr,708,708,0,0.0,0.0,2,1,3,1,3,7,8,1,Attchd,1968.0,2,2.0,776.0,3,3,Y,0,169,0,0,119,0,0,5,2006,WD ,Normal,179900,12.100156419938624
850,923276180,Mitchel,816,1-STORY 1946 & NEWER ALL STYLES,RL,11625,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,5,596.0,1,0.0,220.0,816.0,GasA,TA,1,SBrkr,816,0,0,1.0,0.0,1,0,2,1,3,4,8,0,Attchd,1983.0,3,1.0,264.0,3,3,Y,330,0,0,0,0,0,0,5,2007,WD ,Normal,139000,11.842229212112828
1097,909451040,Blueste,1032,2-STORY PUD - 1946 & NEWER,RM,1733,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,516.0,516.0,GasA,TA,1,SBrkr,516,516,0,0.0,0.0,1,0,2,1,3,5,8,1,Detchd,1980.0,1,2.0,452.0,3,3,Y,279,0,0,0,0,0,0,5,2009,WD ,Normal,115000,11.652687407345388
11,923426070,Mitchel,1274,2-STORY 1946 & NEWER,RL,10475,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,3,458.0,1,0.0,166.0,624.0,GasA,Gd,1,SBrkr,624,650,0,0.0,0.0,1,1,3,1,3,6,8,0,Detchd,1993.0,1,2.0,576.0,3,3,Y,22,0,0,0,0,0,0,3,2010,WD ,Normal,136000,11.820410164718188
2111,534476150,NAmes,1644,1-STORY 1946 & NEWER ALL STYLES,RL,9600,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,1,6,1285.0,1,0.0,131.0,1416.0,GasA,TA,1,SBrkr,1644,0,0,1.0,0.0,1,0,3,1,3,7,8,2,Attchd,1953.0,3,2.0,418.0,3,3,Y,110,0,0,0,0,0,0,10,2009,WD ,Normal,167000,12.025749091398891
923,527358140,NWAmes,1844,1-STORY 1946 & NEWER ALL STYLES,RL,11751,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4,3,1,4,705.0,1,0.0,1139.0,1844.0,GasA,Ex,1,SBrkr,1844,0,0,0.0,0.0,2,0,3,1,3,7,8,1,Attchd,1977.0,2,2.0,546.0,3,3,Y,0,122,0,0,0,0,0,1,2010,COD,Normal,190000,12.154779351142624
1077,535402070,NAmes,1086,SPLIT OR MULTI-LEVEL,RL,13400,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,3,3,CBlock,3,3,3,5,516.0,4,128.0,380.0,1024.0,GasA,TA,1,SBrkr,1086,0,0,1.0,0.0,1,0,3,1,3,6,8,1,Attchd,1966.0,2,2.0,484.0,3,3,Y,0,0,0,0,0,0,0,6,2006,WD ,Normal,159950,11.982616545377663
