,MapRefNo,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,Price/SF,BsmtPercentUnfinished,LowQualFinishedPercent,TotalAuxSF,relativeAuxSF,Price/AuxSF,SchD_S,GLA,LndAc_S,Ext1,OthAc_S,ImpAc_S,ValType,NmbrBRs,Rcrd_Yr,GarYrBlt,TtlBsmtSF,TxD_S,YrBuilt,PA-Strt,PA-StSfx,Central Air,Source,AcreNt_S,Ext2,TtlVal_AsrYr,PA-Nmbr,AcreGr,Rcrd_Mo,Cars,Date
33,528218150,1324,199500,20,RL,18494,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1324.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,36,23,0,0,0,0,0,1,2010,WD ,Normal,2648.0,75.33987915407855,1.0,0.0,18947.0,8270.511627906977,10.529371404443975,5,1324.0,67600,VinylSd,202600,0,F,3.0,2015.0,2005.0,1324.0,45,2005.0,CRESTMOOR,AVE,Yes,Ames City Assessor,0.0,VinylSd,270200,4103.0,0.0,6.0,2.0,10-Jul-20
34,903400180,1848,207000,50,RL,13053,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,833.0,833.0,GasA,Gd,Y,SBrkr,1053,795,0,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Detchd,1922.0,Unf,2.0,370.0,TA,TA,N,0,0,0,0,220,0,0,6,2008,WD ,Normal,2681.0,77.20999627004849,1.0,0.0,13643.0,2966.511627906977,15.172615993549806,1,1848.0,60400,Wd Sdng,181100,0,F,4.0,2020.0,1922.0,833.0,1,1923.0,BROOKRIDGE,AVE,Yes,Ames City Assessor,0.0,Wd Sdng,241500,816,0.0,6.0,2.0,10-Jul-20
35,535453210,1269,155000,20,RL,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374.0,LwQ,532.0,363.0,1269.0,GasA,TA,Y,FuseA,1269,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Detchd,1964.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,0,6,2008,WD ,Normal,2538.0,61.07171000788022,0.2860520094562648,0.0,8239.0,-2437.488372093023,18.812962738196383,1,1269.0,43000,BrkFace,129100,0,F,3.0,2008.0,1964.0,1269.0,1,1960.0,MAXWELL,AVE,Yes,Ames City Assessor,0.0,Wd Sdng,172100,1522.0,0.0,6.0,1.0,10-Jul-20
36,916386010,1346,220000,20,RL,11896,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,1258.0,1336.0,GasA,Ex,Y,SBrkr,1346,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2008.0,Fin,3.0,660.0,TA,TA,Y,100,48,0,0,0,0,0,5,2010,WD ,Normal,2682.0,82.0283370618941,0.9416167664670658,0.0,12604.0,1927.511627906977,17.454776261504286,1,1346.0,69600,VinylSd,208900,0,F,3.0,2015.0,2008.0,1336.0,1,2008.0,CEDAR,LN,Yes,Ames City Assessor,0.0,VinylSd,278500,3005,0.0,10.0,3.0,10-Jul-20
37,907181090,1749,196000,60,RL,9272,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,500.0,Unf,0.0,342.0,842.0,GasA,Ex,Y,SBrkr,856,893,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,1999.0,RFn,2.0,515.0,TA,TA,Y,140,85,0,0,0,0,0,6,2006,WD ,Normal,2591.0,75.64646854496334,0.40617577197149646,0.0,9872.0,-804.4883720930229,19.854132901134523,1,1787.0,61700,VinylSd,184900,0,F,3.0,2006.0,1999.0,860.0,1,1999.0,CERVANTES,DR,Yes,Ames City Assessor,0.0,VinylSd,246600,5408,0.0,6.0,2.0,10-Jul-20
38,902206020,492,61500,30,RM,7830,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1921,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,416.0,Unf,0.0,76.0,492.0,GasA,TA,Y,SBrkr,492,0,0,1.0,0.0,1,0,1,1,TA,3,Typ,0,Detchd,1921.0,Unf,1.0,200.0,Fa,TA,N,0,0,78,0,0,0,0,6,2006,WD ,Normal,984.0,62.5,0.15447154471544716,0.0,8108.0,-2568.488372093023,7.585101134681795,1,492.0,26000,AsbShng,78100,0,F,1.0,2019.0,0.0,492.0,1,1921.0,11TH,ST,Yes,Ames City Assessor,0.0,AsbShng,104100,118.0,0.0,5.0,0.0,10-Jul-20
39,902206020,492,61500,30,RM,7830,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1921,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,416.0,Unf,0.0,76.0,492.0,GasA,TA,Y,SBrkr,492,0,0,1.0,0.0,1,0,1,1,TA,3,Typ,0,Detchd,1921.0,Unf,1.0,200.0,Fa,TA,N,0,0,78,0,0,0,0,6,2006,WD ,Normal,984.0,62.5,0.15447154471544716,0.0,8108.0,-2568.488372093023,7.585101134681795,1,492.0,26000,AsbShng,78100,0,F,1.0,2019.0,0.0,492.0,1,1921.0,11TH,ST,Yes,Ames City Assessor,0.0,AsbShng,104100,118.0,0.0,5.0,0.0,10-Jul-20
40,527327050,2030,195000,60,RL,12046,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156.0,Unf,0.0,692.0,848.0,GasA,TA,Y,SBrkr,1118,912,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Attchd,1976.0,Fin,2.0,551.0,TA,TA,Y,0,224,0,0,0,0,0,6,2007,WD ,Normal,2878.0,67.75538568450312,0.8160377358490566,0.0,12821.0,2144.511627906977,15.209422041962405,1,2030.0,60100,Plywood,180400,0,F,4.0,2010.0,1976.0,848.0,1,1976.0,BUCHANAN,CT,Yes,Ames City Assessor,0.0,Plywood,240500,3323.0,0.0,9.0,2.0,10-Jul-20
41,527455250,988,129250,20,RL,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,Y,SBrkr,988,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1974.0,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,0,11,2007,WD ,Normal,1976.0,65.40991902834008,0.26619433198380565,0.0,7510.0,-3166.488372093023,17.210386151797604,1,988.0,37600,HdBoard,112800,0,F,3.0,2019.0,1974.0,988.0,1,1966.0,28TH,ST,Yes,Ames City Assessor,0.0,HdBoard,150400,1115.0,0.0,10.0,1.0,10-Jul-20
42,527455250,988,129250,20,RL,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,Y,SBrkr,988,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1974.0,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,0,11,2007,WD ,Normal,1976.0,65.40991902834008,0.26619433198380565,0.0,7510.0,-3166.488372093023,17.210386151797604,1,988.0,37600,HdBoard,112800,0,F,3.0,2019.0,1974.0,988.0,1,1966.0,28TH,ST,Yes,Ames City Assessor,0.0,HdBoard,150400,1115.0,0.0,10.0,1.0,10-Jul-20
43,528326110,2172,291000,60,RL,11000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1519.0,1519.0,GasA,Ex,Y,SBrkr,1533,639,0,0.0,0.0,2,1,4,1,Ex,8,Typ,1,BuiltIn,2000.0,RFn,3.0,687.0,TA,TA,Y,162,153,0,0,0,0,0,6,2008,WD ,Normal,3691.0,78.84042264968843,1.0,0.0,11840.0,1163.511627906977,24.5777027027027,1,2179.0,94000,VinylSd,282100,0,F,4.0,2014.0,2000.0,1526.0,1,2000.0,ALMOND,RD,Yes,Ames City Assessor,0.0,VinylSd,376100,3013.0,0.0,6.0,3.0,10-Jul-20
44,914452190,1080,134000,20,RL,9187,Pave,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,336.0,Unf,0.0,748.0,1084.0,GasA,TA,Y,SBrkr,1080,0,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,Attchd,1983.0,Unf,2.0,484.0,TA,TA,Y,120,0,158,0,0,0,0,6,2007,WD ,Normal,2164.0,61.92236598890943,0.6900369003690037,0.0,9829.0,-847.4883720930229,13.633126462508903,1,1080.0,43700,VinylSd,131100,0,F,3.0,2018.0,1983.0,1084.0,1,1983.0,OPAL,CIR,Yes,Ames City Assessor,0.0,VinylSd,174800,302,0.0,11.0,2.0,10-Jul-20
45,914452190,1080,134000,20,RL,9187,Pave,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,336.0,Unf,0.0,748.0,1084.0,GasA,TA,Y,SBrkr,1080,0,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,Attchd,1983.0,Unf,2.0,484.0,TA,TA,Y,120,0,158,0,0,0,0,6,2007,WD ,Normal,2164.0,61.92236598890943,0.6900369003690037,0.0,9829.0,-847.4883720930229,13.633126462508903,1,1080.0,43700,VinylSd,131100,0,F,3.0,2018.0,1983.0,1084.0,1,1983.0,OPAL,CIR,Yes,Ames City Assessor,0.0,VinylSd,174800,302,0.0,11.0,2.0,10-Jul-20
46,535425060,1312,186000,20,RL,11355,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,Unf,0.0,675.0,1312.0,GasA,Ex,Y,SBrkr,1312,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1958.0,RFn,2.0,495.0,TA,TA,Y,0,304,144,0,0,0,6500,4,2008,WD ,Normal,2624.0,70.88414634146342,0.5144817073170732,0.0,12298.0,1621.511627906977,15.124410473247682,1,1552.0,61300,HdBoard,184100,0,F,3.0,2008.0,1958.0,1312.0,1,1958.0,MEADOWLANE,AVE,Yes,Ames City Assessor,0.0,HdBoard,245400,1903.0,0.0,4.0,2.0,10-Jul-20
47,532376250,925,133500,20,RL,8638,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,181.0,Unf,0.0,744.0,925.0,GasA,Gd,Y,SBrkr,925,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1990.0,Unf,2.0,484.0,TA,TA,Y,203,74,0,0,0,0,0,10,2006,WD ,Normal,1850.0,72.16216216216216,0.8043243243243243,0.0,9196.0,-1480.488372093023,14.517181383210092,1,925.0,39800,VinylSd,119300,0,F,2.0,2019.0,1990.0,925.0,1,1963.0,TORONTO,ST,Yes,Ames City Assessor,0.0,VinylSd,159100,4015.0,0.0,8.0,2.0,10-Jul-20
48,532376250,925,133500,20,RL,8638,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,181.0,Unf,0.0,744.0,925.0,GasA,Gd,Y,SBrkr,925,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1990.0,Unf,2.0,484.0,TA,TA,Y,203,74,0,0,0,0,0,10,2006,WD ,Normal,1850.0,72.16216216216216,0.8043243243243243,0.0,9196.0,-1480.488372093023,14.517181383210092,1,925.0,39800,VinylSd,119300,0,F,2.0,2019.0,1990.0,925.0,1,1963.0,TORONTO,ST,Yes,Ames City Assessor,0.0,VinylSd,159100,4015.0,0.0,8.0,2.0,10-Jul-20
50,528118010,2376,325300,60,RL,14215,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,1218,0,0.0,0.0,3,1,4,1,Gd,9,Typ,1,BuiltIn,2005.0,RFn,3.0,853.0,TA,TA,Y,240,154,0,0,0,0,0,11,2006,New,Partial,3534.0,92.0486700622524,1.0,0.0,15222.0,4545.511627906977,21.370384969123638,5,2515.0,107800,VinylSd,323300,0,F,4.0,2019.0,2005.0,1159.0,45,2005.0,PRESTON,CIR,Yes,Ames City Assessor,0.0,VinylSd,431100,3335.0,0.0,1.0,3.0,10-Jul-20
51,528235160,1959,215000,60,RL,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1112,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2004.0,Fin,2.0,434.0,TA,TA,Y,100,48,0,0,0,0,0,7,2007,WD ,Normal,2806.0,76.62152530292231,1.0,0.0,12278.0,1601.511627906977,17.5109952761036,5,1959.0,63200,VinylSd,189700,0,F,4.0,2007.0,2004.0,847.0,45,2004.0,WELBECK,DR,Yes,Ames City Assessor,0.0,VinylSd,252900,3908.0,0.0,7.0,2.0,10-Jul-20
52,905478030,1716,131000,50,RL,11409,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292.0,Unf,0.0,476.0,768.0,GasA,Gd,Y,SBrkr,1148,568,0,0.0,0.0,1,1,3,1,TA,8,Min2,1,Attchd,1949.0,Unf,1.0,281.0,TA,TA,Y,0,0,0,0,160,0,0,1,2009,WD ,Normal,2484.0,52.73752012882448,0.6197916666666666,0.0,11850.0,1173.511627906977,11.054852320675106,1,1716.0,49000,VinylSd,146800,0,F,3.0,2014.0,1949.0,768.0,1,1949.0,WEST,ST,Yes,Ames City Assessor,0.0,VinylSd,195800,3218,0.0,9.0,1.0,10-Jul-20
54,902102080,1230,110000,50,RM,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,Gd,Y,SBrkr,682,548,0,0.0,0.0,1,1,2,1,TA,5,Typ,0,Detchd,1966.0,Unf,2.0,440.0,TA,TA,Y,74,0,128,0,0,0,0,5,2009,WD ,Normal,1670.0,65.86826347305389,1.0,0.0,11008.0,331.5116279069771,9.992732558139535,1,1230.0,34200,Wd Sdng,102700,0,F,2.0,2015.0,1966.0,440.0,1,1910.0,BURNETT,AVE,Yes,Ames City Assessor,0.0,Wd Sdng,136900,1203.0,0.0,12.0,2.0,10-Jul-20
56,533206070,1565,193800,120,FV,3784,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1451.0,1511.0,GasA,Ex,Y,SBrkr,1565,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,2006.0,Fin,2.0,476.0,TA,TA,Y,0,120,0,0,0,0,0,2,2007,New,Partial,3076.0,63.00390117035111,0.9602911978821972,0.0,4380.0,-6296.488372093023,44.24657534246575,1,1564.0,67400,MetalSd,202100,0,F,2.0,2007.0,2006.0,1510.0,1,2006.0,BRISTOL,DR,Yes,Ames City Assessor,0.0,MetalSd,269500,2807.0,0.0,2.0,2.0,10-Jul-20
57,527302020,1868,178000,80,RL,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,Ex,Y,SBrkr,1140,728,0,0.0,0.0,3,1,3,1,TA,7,Typ,1,BuiltIn,1984.0,Fin,2.0,477.0,TA,TA,Y,268,112,0,0,147,0,0,1,2007,WD ,Abnorml,2453.0,72.56420709335508,1.0,0.0,12826.0,2149.511627906977,13.878060190238578,1,1868.0,62100,VinylSd,186400,0,F,3.0,2007.0,1984.0,585.0,1,1984.0,EISENHOWER,AVE,Yes,Ames City Assessor,0.0,VinylSd,248500,3414.0,0.0,1.0,2.0,10-Jul-20
58,907414060,1422,179600,20,RL,8500,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1422.0,1422.0,GasA,Ex,Y,SBrkr,1422,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2004.0,RFn,2.0,626.0,TA,TA,Y,192,60,0,0,0,0,0,11,2007,WD ,Normal,2844.0,63.150492264416314,1.0,0.0,9186.0,-1490.488372093023,19.551491399956454,1,1422.0,55100,VinylSd,165400,0,F,3.0,2020.0,2004.0,1422.0,1,2004.0,WALLER,ST,Yes,Ames City Assessor,0.0,VinylSd,220500,4824,0.0,2.0,2.0,10-Jul-20
60,532479020,1641,140000,50,RL,10759,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,4,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,190.0,ALQ,811.0,0.0,1001.0,GasA,TA,Y,SBrkr,1001,640,0,0.0,0.0,2,0,4,1,TA,5,Typ,1,Detchd,1972.0,Unf,2.0,490.0,TA,TA,Y,0,0,92,0,0,0,0,7,2008,WD ,Normal,2642.0,52.99015897047691,0.0,0.0,11341.0,664.5116279069771,12.344590424124856,1,1641.0,50300,HdBoard,151000,0,F,4.0,2012.0,1972.0,1001.0,1,1972.0,SCOTT,CIR,Yes,Ames City Assessor,0.0,HdBoard,201300,1306.0,0.0,7.0,2.0,10-Jul-20
61,528110070,1973,395000,20,RL,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1935.0,1935.0,GasA,Gd,Y,SBrkr,1973,0,0,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Attchd,2006.0,Fin,3.0,895.0,TA,TA,Y,315,45,0,0,0,0,0,7,2007,New,Partial,3908.0,101.07471852610031,1.0,0.0,15166.0,4489.511627906977,26.04510088355532,5,1963.0,107600,VinylSd,322900,0,F,3.0,2012.0,2006.0,1935.0,45,2006.0,STOCKBURY,ST,Yes,Ames City Assessor,0.0,VinylSd,430500,3207.0,0.0,11.0,3.0,10-Jul-20
62,534429130,1248,151500,20,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,ALQ,632.0,Unf,0.0,616.0,1248.0,GasA,Ex,Y,SBrkr,1248,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1960.0,Unf,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,0,5,2006,WD ,Normal,2496.0,60.69711538461539,0.4935897435897436,0.0,11086.0,409.5116279069771,13.665884899873715,1,1248.0,48200,Wd Sdng,144500,0,F,3.0,2014.0,1960.0,1248.0,1,1960.0,NARLAND,DR,Yes,Ames City Assessor,0.0,Wd Sdng,192700,808.0,0.0,12.0,1.0,10-Jul-20
63,528365060,2418,341000,60,RL,10542,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173.0,Unf,0.0,138.0,1311.0,GasA,Ex,Y,SBrkr,1325,1093,0,1.0,0.0,2,1,3,1,Gd,9,Typ,1,Attchd,1993.0,RFn,3.0,983.0,TA,TA,Y,250,154,216,0,0,0,0,8,2008,WD ,Normal,3729.0,91.44542772861357,0.10526315789473684,0.0,11895.0,1218.511627906977,28.667507356031948,1,2418.0,88900,Wd Sdng,266700,0,F,3.0,2008.0,1993.0,1311.0,1,1993.0,RIDGETOP,RD,Yes,Ames City Assessor,0.0,ImStucc,355600,2900.0,0.0,8.0,3.0,10-Jul-20
64,533135020,1755,235000,60,RL,11949,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,GLQ,601.0,ALQ,216.0,158.0,975.0,GasA,Ex,Y,SBrkr,975,780,0,0.0,1.0,2,1,3,1,Gd,7,Typ,1,Attchd,1991.0,Unf,2.0,524.0,TA,TA,Y,502,60,0,0,0,0,0,7,2009,WD ,Normal,2730.0,86.08058608058609,0.16205128205128205,0.0,12533.0,1856.511627906977,18.750498683475623,1,1755.0,72700,VinylSd,217900,0,F,3.0,2009.0,1991.0,975.0,1,1991.0,SOUTHRIDGE,CIR,Yes,Ames City Assessor,0.0,VinylSd,290600,2614.0,0.0,7.0,2.0,10-Jul-20
66,905451390,1626,154000,50,RL,10512,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,491.0,Unf,0.0,497.0,988.0,GasA,Ex,Y,SBrkr,988,638,0,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Attchd,1954.0,Unf,1.0,332.0,TA,TA,Y,366,0,0,0,0,0,0,5,2007,WD ,Normal,2614.0,58.91354246365723,0.5030364372469636,0.0,10844.0,167.51162790697708,14.201401696790851,1,1626.0,47200,Wd Sdng,141500,0,F,3.0,2011.0,1954.0,988.0,1,1954.0,WESTWOOD,DR,Yes,Ames City Assessor,0.0,Wd Sdng,188700,310,0.0,8.0,1.0,10-Jul-20
67,533213010,1726,222000,120,FV,3830,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1726.0,1726.0,GasA,Ex,Y,SBrkr,1726,0,0,0.0,0.0,2,1,2,1,Gd,6,Typ,1,Attchd,2008.0,Fin,2.0,561.0,TA,TA,Y,0,254,0,0,0,0,0,1,2009,New,Partial,3452.0,64.31054461181924,1.0,0.0,4645.0,-6031.488372093023,47.79332615715823,1,1720.0,80500,VinylSd,241300,0,F,2.0,2019.0,2008.0,1720.0,1,2008.0,BRISTOL,DR,Yes,Ames City Assessor,0.0,VinylSd,321800,2805.0,0.0,8.0,2.0,10-Jul-20
68,528118030,2748,390000,60,RL,13418,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1420.0,Unf,0.0,430.0,1850.0,GasA,Ex,Y,SBrkr,1850,898,0,1.0,0.0,2,1,4,1,Ex,9,Typ,1,BuiltIn,2006.0,Fin,3.0,850.0,TA,TA,Y,212,182,0,0,0,0,0,10,2008,WD ,Abnorml,4598.0,84.81948673336233,0.23243243243243245,0.0,14450.0,3773.511627906977,26.98961937716263,5,2748.0,122600,VinylSd,367900,0,F,4.0,2009.0,2006.0,1850.0,45,2006.0,PRESTON,CIR,Yes,Ames City Assessor,0.0,VinylSd,490500,3317.0,0.0,2.0,3.0,10-Jul-20
